index,CODIGO,CLIENTE,NS,FALLA,OBSERVACIONES,FECHAINGRESO,HORAINGRESO,RECEPCIONADO,TECNICO,INFORMETALLER,FECHATERMINADO,HORATERMINADO,ESTADO,ENTREGADO,FECHA_ENTREGADO,GARANTIA,INGRESO
3844,3774,337,WB13007633,SE ESCUCHABA UN RUIDO AL PRENDERLA Y TRAAJABA CON EL RUIDO / YA NO ENCIENDE,C/ELIMINADOR Y CABLE DE ENERGIA,2019-11-22,10:39:01,2,0,MANTENIMIENTO AL VENTOLADOR $250+IVA,2019-11-23,09:33:34,3,S,2019-11-23,,250.0
3845,3733,599,vjdy041368,NO IMPRIME BIEN,,2019-11-13,15:24:04,2,0,DESTAPADO DE CABEZAL Y MANTENIMIENTO $480+IVA.,2019-11-14,17:02:22,3,S,2019-11-14,,480.0
3846,3834,857,MY612281MS,NO PRENDE,,2019-12-04,13:15:03,2,0,"DÑADA LA FUENTE DE CIRCUITOS Y VARIOS COMPONONTES NO LOS HAY

CAMBIO DE LA FUENTE SEMI NUEVA $1300+IVA....a",2019-12-09,13:50:22,3,S,2019-12-09,,1300.0
3847,3749,20,G31V0P2,"EL JACK DE ENERGIA ESTA MAL, NO CARGA",CON ELIMINADOR Y CABLE DE ENERGIA,2019-11-19,10:46:13,2,0,ELIMINADOR DAÑADO MARCA EKO 6 MESES DE GARANTIA $400NETO,2019-11-19,16:45:11,3,S,2019-11-19,,406.0
3848,3734,64,15M4RF2,NO PRENDE/ INSTALAR BATERIA /LE HACE FALTA ALGUNOS TORNILLOS,BATERIA C/ELIMINADOR Y CABLE DE ENERGIA,2019-11-13,16:05:23,2,0,"JACK DE ENERGIA $480+IVA.... A

CAMBIO DE BATERIA $100+IVA.... A

SE LE PUSO 13 TORNILLOS $50+IVA

TOTAL $630+IVA

JACK DE ENERGIA DAÑADO Y ELIMINADOR TAMBIEN DAÑADO LA PUNTA DE ELIMINADOR",2019-11-19,14:05:13,3,S,2019-11-19,,1273.0
3850,3957,337,vnb3l79880,SE ESCUCHA QUE TRUENA/ REVISAR PIEZA QUE ESTA FALLANDO (EMMANUEL) PREGUNTAR POR JULIO CESAR VEGA,C/CARTUCHO S/CABLES,2020-01-09,11:09:01,2,0,"DIAGNOSTICO $200+IVA---- NO ACEPTADO


SERVICIO DE CAMBIO $250+IVA----ACEPTADO 
ENGRANE PRINCIPAL DEL FUSOR P1606 SWING GEAR RU6-0018-00 $250 NETO----ACEPTADO

TOTAL S/FAC $500
TOTAL C/FAC $540",2020-01-10,17:13:00,3,S,2020-01-10,,3370.0
3852,3709,17,u63980c6n212781,REV. GENERAL Y MANT.,,2019-11-07,17:11:26,2,0,"SER. DE MANTENIMIENTO $480+IVA


SE REQUIERE TONER PARA REALIZAR PRUEBAS",2019-11-14,10:58:02,3,S,2019-11-14,,480.0
3853,3756,847,859969029091,SE TRABA/EL CURSOR SE CONGELA Y SE TIENE QUE REINICIAR EL EQUIPO,,2019-11-20,16:21:21,2,0,"TARJETA MADRE DAÑADA

RESPALDAR INFORMACION EN MEMORIA USB (4GB) $80+IVA",2019-11-21,16:31:16,3,S,2019-11-21,,84.0
3854,3757,38,204NDZJ71205,REVISION GENERAL,S/CABLES,2019-11-20,16:24:07,2,0,"SOLO ES EL ELIMINADOR EL PROBLEMA 
ELIMINADOR $390+ IVA",2019-12-05,12:02:42,3,S,2019-12-05,,390.0
3855,3739,136,6TZ39L2,BORRAR INFORMACION,C/ELIMINADOS S/CABLE DE ENERGIA,2019-11-14,17:19:37,2,0,"BORRAR INFO $200+IVA

PENDIENTES:
-2 SERVICIOS TEAM VIEWER $300+IVA
-1 SERVICIO SOPORTE TECNICO (CABLE) $100+IVA
-NOBREAK KOBLENZ $1030+IVA
-MOUSE ACTECK AZUL $95 NETO",2019-11-22,16:33:15,3,S,2019-11-22,,1728.0
3856,3758,38,usa5eka16100334,REVISION GENERAL,S/CABLES,2019-11-20,16:27:30,2,0,"*CABEZAL DE IMPRESION $2200NETO 

*Y MANTENIMIENTO $480+IVA

                NO ACEPTADO
   ** SE REGRESA SIN REPRACION**",2019-12-05,12:02:01,3,S,2019-12-05,,2680.0
3857,3729,742,h317801559,REVISION GENERAL,,2019-11-12,17:55:14,2,0,BATERIA 12V 7AH -FUSIBLE Y SERVICIO $530+IVA,2019-11-15,17:42:10,3,S,2019-11-15,,549.0
3858,3740,80,z6msbkbba00286h,NO ESTA JALANDO BIEN LA HOJA Y MARCA PAPEL ATORADO,,2019-11-14,17:32:52,2,0,CAMBIO DE KIT DE GOMAS Y SERVICIO $635+IVA.,2019-11-25,13:03:39,3,S,2019-11-25,,635.0
3859,3875,303,CND9195VQ6,ESTA MUY LENTA (SI NECESITA FORMATEO QUE SE RESPALDE),,2019-12-13,10:20:12,2,0,"HAY QUE SUBIRLE MEMORIA TRAE 4GB DDR-1866MHZ, SOPORTA HASTA 16GB TRAE SOLO UN SLOT Y FORMATEARLA APARTE DE LA MEMORIA.

FORMATEO C/RESPALDO $480+IVA.------NO ACEPTADA
MEMORIA 8GB $850+IVA.------- ACEPTADA
MEMORIA 16GB $1500+IVA.----NO ACEPTADA",2019-12-18,13:11:59,3,S,2019-12-18,,4740.0
3861,3730,742,850048009365,SE ENCNDIO SE ESCUCHO UN TRONIDO SE INTENTO 2 VECES Y YA NO ENCENDIO,,2019-11-12,17:57:41,2,0,"FUENTE DE PODER DAÑADA $450+IVA.

MANTENIMIENTO PREVENTIVO $200+IVA.",2019-11-15,17:42:23,3,S,2019-11-15,,650.0
3862,3760,38,tnuk110070,MARCA ERROR,CON CABLE DE ENERGIA,2019-11-20,16:32:08,2,0,"NO ESTA MARCANDO ERROR

**REQUIERE DESTAPADO DE CABEZAL $380+IVA 

***SE SOLICITAN TINTA CIAN Y MAGENTA PARA REAÑIZAR EL DESTAPADO",2019-12-05,12:02:30,3,S,2019-12-05,,380.0
3863,3794,50,VNB3G28501,"FALLA DEL DUPLEX Y MARCA ERROR, Y SE ESCUCHA RUIDO AL IMPRIMIR COMO DE ENGRANES",,2019-11-26,09:44:23,2,0,"ERROR DE TONER (DAÑADO)

SERVICIO DE MANTENIMIENTO $480+IVA------ACEPTADO.
SE HIZO PRUEBAS CON EL DUPLEX Y FUNCIONA BIEN.",2019-12-03,13:05:53,3,S,2019-12-03,,480.0
3864,3768,224,CNJ8G1X6MV,NO JALA LAS HOJAS SE ATORAN A LA MITAD,,2019-11-21,13:33:26,2,0,"TONER NO ADECUADO (85A) GENERICO $260 NETO.... NO ACEPTADO
CAMBIO DE  GOMA $195+IVA------ACEPTADO 
SERVICIO DE MANTENIMIENTO $480+IVA------ ACEPTADO 
PIEZA DE TAPA FRONTAL QUEBRADA (HUESO) $50+IVA-------ACEPTADO

TOTAL $725+IVA",2019-11-28,14:09:24,3,S,2019-11-28,,1795.0
3865,3775,20,9F016703C,FORMATEO SIN RESPALDO,CON ELIMINADOR Y CABLE DE ENERGIA,2019-11-22,11:40:07,2,0,formateo sin respaldo $390+iva,2019-11-26,16:12:09,3,S,2019-11-26,,390.0
3866,3884,853,CNDYC39042,esta atorando las hojas dentro de la impresora,,2019-12-17,09:01:01,2,0,"SERVICIO DE MANTENIMIENTO $530+IVA.---ACEPTADO
CAMBIO DE GOMAS 3 PZAS-KIT DE 3 GOMAS $350 NETO----ACEPTADO.

SENSOR DAÑADO $400+IVA.----ACEPTADO

CAMBIO CARTUCHO,  MALA CALIDAD.

TOTAL C/FACT $1,428.80
TOTAL S/FACT $1,280",2019-12-30,13:12:21,3,S,2019-12-30,,1996.8
3868,3803,854,zc266513q,FORMATEO Y RESPALDO/ CHECAR LA LICENCIA DE ANTIVIRUS KASPERSKY ANTES DEL FORMATEO PARA VOLVER A INSTALARLA,C/ELIMINADOR Y CABLE DE ENERGIA,2019-11-27,10:02:44,2,0,"*FORMATEO Y RESPALDO $480+IVA

*FACTURAR 2 MANTNIMENTOS $330+IVA",2019-12-03,16:04:41,3,S,2019-12-03,,812.0
3870,3896,5,S4VY224341,NO JALA LAS HOJAS Y SI LAS JALA SE ATORAN,,2019-12-19,08:38:36,2,0,"REPARACION DE LA TRACCION DE PAPEL , DESTAPADO DE CABEZAL Y MANTENIMIENTO $680+IVA.---ACEPTADO.

CHAROLA DE ATRAS $280+IVA.----ACEPTADO.

TOTAL $960+IVA.",2020-01-04,10:42:37,3,S,2020-01-04,,1920.0
3871,3852,860,4CS04301R2,INICIA WINDOWS 7 Y ALLI SE QUEDA / NO ARRANCA,CON ELIMINADOR,2019-12-07,10:21:49,2,0,"DISCO DURO DAÑADO NO SE PUEDE RECUPERAR INFORMACION

DISCO DURO NUEVO CON SISTEMA DE 1TB $ 1750 NETO

   *SE REGRESA SIN REPARACION**
               **SIN COSTO**",2019-12-14,12:03:38,3,S,2019-12-14,,1751.0
3874,3769,815,nkw245huqc02b00249,REVISION GENERAL,C/ELIMINADOR Y CABLE DE ENERGIA,2019-11-21,14:31:21,2,0,FORMATEO Y RESPALDO $480+IVA,2019-11-22,11:53:54,3,S,2019-11-22,,480.0
3875,3910,374,CNB8J4T41W,MANCHA Y ARRUGA LAS HOJAS,S/CABLES,2019-12-30,09:29:11,2,0,"CAMBIO DE FILMINA $480 NETO
RODILLO DE PRESION $650 NETO
SERVICIO $250+IVA

TOTAL S/ FACTURA $1380
TOTAL C/ FACTURA $1420

**SE REGRESA SIN REPARACION**",2020-01-13,15:10:27,3,S,2020-01-13,,4180.0
3876,3750,845,S25K199720,NO IMPRIME,S/CABLES,2019-11-19,12:42:15,2,0,"DESTAPADO DE CABEZAL $480+IVA

**CABEZAL DAÑADO**

SE REGRESA SIN REPARACION

 SIN COSTO

SE MARCO POR ULTIMA VEZ EL 22/01/2020
    **BASURA ELECTONICA**",2020-02-28,11:06:21,3,S,2020-02-28,,2523.0
3877,3770,815,58708vr,rev general,,2019-11-21,14:29:15,2,0,BATERIA 12V A 7AH Y SERVICIO $480+IVA.,2019-11-22,11:53:01,3,S,2019-11-22,,499.0
3878,3771,815,E06K17517,REV. GENERAL,,2019-11-21,14:35:17,2,0,SERVICIO Y CAMBIO DE 2 BATERIAS 12V 7AH $960+IVA,2019-11-22,11:52:47,3,S,2019-11-22,,981.0
3879,3844,858,x4d9267022,REV. GENERAL,,2019-12-06,10:36:12,2,0,"ESTA TRABADA LA IMPRESORA, SE ESTA TRABAJANDO EN ELLA PARA ENCONTRARLE UNA SOLUCION.

REPARACION DE LA TRACCION DE PAPEL $350+IVA......ACEPADO",2019-12-13,16:13:18,3,S,2019-12-14,,350.0
3880,3795,141,tvb049013,NO IMPRIME Y ATORA HOJAS,,2019-11-26,11:22:17,2,0,"**MANTENIMIENTO $480+IVA------ ACEPTADO
**ENGRANE DE MOVIMIENTO $150+IVA Y ENGRANE DE FUSOR $250+IVA-------- ACEPTADOS
**RODILLO DE PRESION MEDIA VIDA $580+IVA----NO SE LE CAMBIO
**TRANSPORTE $55 POR EQUIPO",2019-12-16,13:34:06,3,S,2019-12-16,,1515.0
3881,3772,111,cnb9h1v004,EN EREA DEL ADF NO JALA LAS HOJAS,,2019-11-21,15:35:05,2,0,"*SOPORTE DE GOMA QUEBRADO 

CAMBIO DE SOPORTE DE GOMA Y GOMA DEL ADF $350+IVA",2019-12-09,12:53:34,3,S,2019-12-09,,350.0
3882,3796,141,3B0804X16549,REVISION GENERAL,,2019-11-26,11:39:37,2,0,BATERIA 12V 7AH Y SERVICIO $480+IVA,2019-12-16,13:36:20,3,S,2019-12-16,,499.0
3883,3806,366,5cg67811fs,mantenimiento y activacion del office,con eliminador y cable de energia,2019-11-27,12:02:08,2,0,"TRAIA CUCARACHAS SE LE DIO MANTENIMEINTO $280+IVA
SE ACTIVO OFFICE $150+IVA

TOTAL $430+IVA",2019-11-28,17:53:56,3,S,2019-11-29,,860.0
3884,3751,43,UNEK025584,MARCA ALMOHADILLAS LLENAS,S/CABLES,2019-11-19,14:35:25,2,0,"RESET, ALMOHADILLAS Y SERVICIO 500+IVA",2019-11-28,12:53:30,3,S,2019-12-09,,500.0
3885,3797,141,3B1146X39493,PITA AL CONECTARLO A LA CORRIENTE ELECTRICA,,2019-11-26,11:44:42,2,0,*BATERIA 12V 7AH Y SERVICIO $480+IVA,2019-12-16,13:33:39,3,S,2019-12-16,,499.0
3886,3752,562,SIN NUMERO DE SERIE LAP,DISPLAY DAÑADO,C/ELIMINADOR Y CABLE DE ENERGIA,2019-11-19,14:41:13,2,0,"PANTALLA $1,850 NETO - 250",2019-11-22,12:41:47,3,S,2019-11-22,,1101.0
3887,3904,632,CND6333VT6,PANTALLA DAÑADA,C/ELIMINADOR Y CABLE DE ENERGIA,2019-12-20,10:43:03,2,0,"PANTALLA $1600 NETO.-----ACEPTADO

DISCO DURO EXTERNO ANTI-GOLPES $1415 NETO.---PAGADO",2020-01-04,11:11:39,3,S,2020-01-04,,3015.0
3890,3798,852,w98y148217,MARCA UN ERROR Y MANTENIMIENTO,,2019-11-26,12:58:59,2,0,REPARACION DE ESCANER Y MANTENIMIENTO $480+IVA,2019-12-02,10:00:05,3,S,2019-12-02,,480.0
3891,3784,849,u61325e5j904439,IMPRIME MALA CALIDAD,,2019-11-25,11:58:27,2,0,"SERVICIO DE MANTENIMIENTO $350+IVA-------- ACEPATDO.
CAMBIO DE TONER Y UNIDAD DE IMAGEN

UNIDAD DE IMAGEN DR-350 $2,200 NETO SOLO HAY ORIGINAL.----- ACEPTADO.

TONER TN-350  GENERICO $385 NETO------ NO ACEPTADO.  
ORIGINAL $1,600 NETO.------- ACEPTADO.",2019-12-04,10:14:13,3,S,2019-12-04,,2238.0
3892,3785,415,5CD3180555,SE CAYO Y SE DEJO DE ESCUCHAR/ REVISION GENERAL,C/ELIMINADOR Y CABLE DE ENERGIA.,2019-11-25,12:19:17,2,0,REPARACION DEL CONECTOR DE AUDIO Y ACTIVACION DE WINDOWS $350+IVA,2019-11-26,17:20:28,3,S,2019-11-26,,350.0
3893,3820,815,E11L09146,REVISION GENERAL,,2019-11-29,17:52:29,2,0,CAMBIO DE 2 BATERIAS 12V 7AH Y SERVICIO $960+IVA,2019-12-17,09:43:36,3,S,2019-12-17,,981.0
3894,3799,853,CNFB008860,"FILMINA DEL FUSOR, ATORA ,LAS HOJAS",,2019-11-26,13:13:18,2,0,"CAMBIO DE FILMINA CALIDAD ORIGINAL $550+IVA----ACEPTADO

CAMBIO DE GOMA $200+IVA----NO ACEPATO",2019-12-05,14:49:36,3,S,2019-12-05,,750.0
3897,4037,297,S25K519439,AGARRA LA HOJA CHUECA Y SE TRABA,,2020-01-23,13:27:43,2,0,"CAMBIO DE GUIA DE PAPEL $750+IVA RESET Y CAMBIO DE ALMOHADILLAS$400+IVA


**TOTAL $ 1,150+IVA

***NO ACEPTO, SE ENTREGO SIN REPARACION",2020-02-26,12:36:51,3,S,2020-02-26,,1301.0
3898,3786,850,VNB3M195999,MANCHA LA HOJAS,,2019-11-25,13:17:04,2,0,"CAMBIO DE FILMINA $580+IVA CALIDAD ORIGINAL----- ACEPTADO

SERVICIO DE MANTENIMIENTO $480+IVA----- ACEPTADO
REPARACION DE BOTON DE ENCENDIDO",2019-12-02,14:46:59,3,S,2019-12-02,,1060.0
3899,3845,26,nzby081823,MANTENIMIENTO/ REVISION GENERAL,S/CABLES,2019-12-06,11:20:11,2,0,"PRIMERAMENTE ES MANTENIMIENTO PARA VER SI SE CORRIGE LA FALLA, Y PODER DIAGNOSTICAR AL 100% 

MANTENIMIENTO $480+IVA",2019-12-16,13:29:04,3,S,2019-12-16,,580.0
3900,3787,55,E17A13748,SE ENCIENDE Y PITA,,2019-11-25,13:22:03,2,0,cambio de bateria y servicio $460+iva,2019-12-06,16:49:00,3,S,2019-12-06,,460.0
3901,3846,26,17193B3E17,BOTON DAÑADO,,2019-12-06,11:22:26,2,0,REPARACION DEL BOTON $80+IVA,2019-12-11,13:46:46,3,S,2019-12-11,,80.0
3902,3822,272,br7ahfc34n06bn,NO IMPRIME BIEN/ IMPRIME TENUE,S/CABLES,2019-12-02,10:00:53,2,0,"CAMBIO DE CABEZAL INCOSTEABLE


QUEDO PARA BASURA ELECTRONICA

CLIENTE AUTORIZO EL DIA 03/01/2020.",2020-01-06,09:19:04,3,S,2020-01-03,,2024.0
3903,3876,75,CND6301X8K,ANTIVIRUS Y ELIMINAR POSIBLES VIRUS,SIN ELIMINADOR,2019-12-13,10:52:12,2,0,"ANTIVIRUS $480+IVA

SERV. ELIMINACION DE VIRUS $250+IVA

TOTAL $730+IVA",2019-12-16,09:55:13,3,S,2019-12-14,,1460.0
3906,3788,784,1s6258acumj02563,EN OCASIONES LA PRENDE Y SE PONE PANTALLA NEGRA,,2019-11-25,13:44:13,2,0,"MANTENIMIENTO $200+IVA

ESCANEO PARA REPARAR ERRORES $300+IVA",2019-12-20,14:19:43,3,S,2019-12-20,,500.0
3907,3789,784,2UA0501RGK,DA IMAGEN CUANDO QUIERE /,"MONITOR MARCA ACER N7S 8504, CABLES DE CORRIENTE Y EL VGA",2019-11-25,13:48:32,2,0,"SU CABLE VGA DE SEÑAL ESTA MALO 

CABLE VGA $100",2019-11-26,16:58:36,3,S,2019-11-26,,100.0
3908,3808,141,cnckk6j6c6,MANCHAS LAS HOJAS,S/CABLES,2019-11-27,16:52:32,2,0,"CAMBIO DE FILMINA $900+IVA.---------ACEPTADO
SERVICIO DE MANTENIMIENTO $680+IVA.---------ACEPTADO
VUELTA (2) $200+IVA

TOTAL $1780+IVA
TOTAL $2064.80 NETO",2019-12-16,13:37:00,3,S,2019-12-16,,5626.8
3909,3809,284,cnf9388wvz,REVISION GENERAL,C/ELIMINADOR Y CABLE DE ENERGIA,2019-11-27,17:02:08,2,0,"OJO: NO DIO PROBLEMAS CON EL ENCENDIDO

SE ACTIVO OFFICE Y WINDOWS Y SE ACTUALIZO $300+IVA

SE LE DIO MANTENIMIENTO $250+IVA",2019-12-04,17:37:17,3,S,2019-12-04,,550.0
3910,3790,233,zelpbjag4000amj,LA TRABAJAN EN RED Y EN OCASIONES NO RECIBE LA ORDEN Y EN OCASIONES MARCA QUE NO TIENE PAPEL Y SI TIENE,,2019-11-25,14:03:44,2,0,TRANSPORTE $100,2019-12-02,14:29:58,3,S,2019-12-02,,100.0
3911,3778,239,CNX7210TDY,REVISION GENERAL,,2019-11-22,17:22:43,2,0,"MANTENIMIENTO $200 Y ACTUALIZACIONES $150 


TOTAL $350+iva",2019-11-28,14:38:08,3,S,2019-11-26,,700.0
3913,3779,363,VND3D50386,ATORA HOJAS/PROBLEMA CON RODILLOS,S/CABLES,2019-11-22,17:34:46,2,0,"LE HACE FALT UN RODILLO DE SALIDA A LA UNIDAD DE FUNFIFO O FUSOR, NO LO HAY YA QUE ES EQUIPO DE LOS NUEVOS, SE PUEDE UTILIZAR ASI SOLO RETIRAR LAS HOJAS QUE VAYAN SALIENTO

*CAMBIO DE UNIDAD DE IMAGEN (NO SE COTIZO YA QUE ELLOS VENDE)

*CAMBIO DE GOMA $195+IVA Y MANTENIMEINTO $450+IVA 
TOTAL $645+IVA

NO SE ACEPTO NADA SOLO SE CAMBIO UNIDAD DE IMAGEN",2019-11-28,10:05:42,3,S,2019-11-28,,1290.0
3914,3832,199,940233199405,no prende,,2019-12-04,10:03:00,2,0,FUENTE DE PODER DAÑADA $580+IVA,2019-12-04,12:19:44,3,S,2019-12-04,,580.0
3915,3792,143,e8by383662,en ocasiones se atora el carro,,2019-11-25,16:08:34,2,0,"*SER. MANTENIMIENTO $580+IVA---ACEPTADO
*PERILLA $260+IVA----ACEPTADO",2019-12-10,12:06:06,3,S,2019-12-10,,840.0
3916,3823,46,vnd4602332,IMPRIME CON MANCHAS,S/CABLES,2019-12-02,13:16:17,2,0,"TONER REQUIERE CAMBIO (17A ) $530 NETO

UNIDAD DE IMAGEN $750 NETO


  ** SE REGRESA SIN REPARACION**

                **SIN COSTO**",2019-12-16,10:14:32,3,S,2019-12-16,,1297.0
3918,3793,851,8CG8374LCP,RESPALDAR INFORMACION DEL CELULAR SAMSUNG EN LAPTOP,"CELULAR SAMSUNG, MALETIN CARGADOR COMPLETO Y  D.D EXTERNO",2019-11-25,16:48:28,2,0,RESPALDOS $280+IVA,2019-11-27,10:36:05,3,S,2019-11-27,,280.0
3919,3824,855,CND536885F,QUEDABA IMAGEN PLASMADA DE LA PAGINA QUE CERRABA/ SE PONIA PANTALLA VERDE/ SE ESTABA TRABAJANDO SE PAGO Y YA NO PPRENDE/ ENTRADA DEL CARGADOR FLOJA,"C/ ELIMINADOR Y CABLE DE ENERIGIA, SIN DISCO DURO",2019-12-02,13:50:46,2,0,"ESTA EN CORTO SU TARJETA MADRE, SEREVISARA A NIVEL COMPONENTE

PROBLEMAS EN EL RIEL 3,3VOLT TODA LA,LINEA ESTA EN CORTO NOS TRADAMOS DE 2 A 3 DIAS $1700+IVA-----ACEPTADO

**OJO**
SI NO QUEDARA SE COBRAN $200+IVA POR EL TIEMPO Y POR LA REVISION....NO QUEDO SE REGRESA EQUIPO SIN REPARACION",2020-01-06,15:25:13,3,S,2020-01-06,,1911.0
3920,3801,773,Z51OBFBZB00155K,NO JALAS LAS HOJAS/O JALA MAS DE UNA HOJA,,2019-11-26,15:53:54,2,0,"SERVICIO DE MANTENIMIENTO $480+IVA------ACEPTADO

CAMBIO DE PAT SEPARADOR
REPARACION DE ELECTRO IMAN $290+IVA-------ACEPTADO

TOTAL $770+IVA",2019-12-05,10:32:43,3,S,2019-12-05,,1540.0
3921,3940,873,g16b0003620,LO PRENDEN ARRANCA Y LUEGO SE APAGA,S/CABLES,2020-01-07,09:35:26,2,0,FUENTE DE PODER DAÑADA $530+IVA.,2020-01-07,17:49:13,3,S,2020-01-07,,530.0
3923,3864,20,SG0AV210294T,MARCA ERROR DEL PAPEL,,2019-12-10,16:06:55,2,0,"NO SE PUEDE DIAGNOSTICAR AL 100% YA QUE NO CONTAMOS CON OTRO PLOTER IGUAL PARA PODER HACER CAMBIO DE PIEZAS, PUEDE SER EL CABLE FLEX JUNTO CON EL CARRO O PUEDE SER LA TARJETA LOGICA 

INCOSTEABLE, YA QUE EL EL CARRO CON EL CABLE FLEX SALE EN $15,360+IVA Y SI ES TARJETA LOGICA NO LA HAY PARA SER EQUIPO OBSOLETO.

SE REGRESA SIN REPARACION",2020-01-02,11:28:53,3,S,2019-12-30,,475.0
3924,3868,862,PF00W2YR1403,CAMBIAR TECLADO QUE EL CLIENTE TRAJO,,2019-12-11,13:05:20,2,0,CAMBIO DE TECLADO $280+IVA----ACEPTADO,2019-12-11,14:34:44,3,S,2019-12-11,,280.0
3925,3853,798,qmv7a,NO SE ESCUCHA,,2019-12-09,08:55:01,2,0,CAMBIO DE BOCINAS $350+IVA,2020-01-22,15:00:52,3,S,2020-01-22,,350.0
3926,3869,258,J3NOCKX15W305139,INSTALAR AUTOCARD,C/ELIMINADOR S/CABLE DE ENERGIA,2019-12-11,13:14:23,2,0,$200+IVA,2019-12-12,11:02:29,3,S,2019-12-11,,200.0
3927,3813,26,LZK5131976,CILINDRO Y MANTENIMIENTO,,2019-11-28,13:14:25,2,0,"MANTENIMIENTO $550+IVA -------ACEPATDO 

MANUFACTURA DE UNIDAD DE IMAGEN $1090+IVA-----ACEPTADO
   *2 A 3 DIAS HABILES*

SOLO SE COBRARA MANUFACTURADA",2019-12-11,13:39:53,3,S,2019-12-11,,1645.0
3928,3814,26,2748411,FALLAN LAS TECLAS,,2019-11-28,13:16:10,2,0,SERVICIO DE MANTENIMIENTO $250+IVA.,2019-12-06,11:42:16,3,S,2019-12-06,,250.0
3929,3815,836,11-NILT97,REVISION GENERAL,,2019-11-28,13:17:06,2,0,"TECLADO, TARJETA, SERVICIO Y TAPA $1350+IVA

CINTA $160 C/U (2)
CORRECTOR $120 C/U (2)

TOTAL $1910",2019-12-05,16:21:34,3,S,2019-12-05,,3544.0
3930,3854,798,27551293053122,"FROMATEO SIN RESPALDO Y REVISAR SI REQUIERE MATNENIMIENTO, Y SI SIRVE EL ELIMINADOR Y LA BATERIA",,2019-12-09,09:05:54,2,0,"FORMATEO SIN RESPALDO $350+IVA---- ACEPTADO
MANTENIMIENTO $200+IVA----- ACEPTADO

ELIMINADOR Y BATERIA FUNCIONAN BIEN",2020-01-08,09:38:13,3,S,2019-12-11,,550.0
3931,3855,536,u63975e5n659558,SE ENCIENDEN LOS FOQUITOS EN ROJO Y NO IMPRIME NI JALA LA HOJA,C/CARTUCHO,2019-12-09,09:43:38,2,0,"SERVICO RESET DE TAMBOR $150+IVA----- ACEPTADO

UNIDAD DE IMAGEN DR-1060 $390 NETO.---- EL TRAERÁ UNA.",2019-12-10,17:30:41,3,S,2019-12-10,,1600.0
3932,3856,77,F7XTLW1,ESTABAN FORMATEANDO Y SE PUSO PANATALLA AZUL/ SE REINICIO Y YA NO DIO VIDEO,C/ELIMINADOR,2019-12-09,11:26:50,2,0,DAÑADA DEL BIOS $950+IVA.....A,2019-12-20,11:25:22,3,S,2019-12-20,,950.0
3934,3825,856,CB20965508,BISAGRA,,2019-12-02,15:20:34,2,0,REPARAR 3 TUERCAS DE UNA BISAGRA $220+IVA,2019-12-03,12:01:03,3,S,2019-12-03,,223.0
3935,3883,125,cnb9m00901,RUIDOS /IMPRIME MAL,S/CABLES,2019-12-16,17:30:47,2,0,"*CAMBIO DE FILMINA $580+IVA
*CAMBIO DE GOMA ALIMENTADORA $200+IVA 
*SERVICIO $350+IVA

TOTAL:$1,130+IVA

**NO NECESITA MANTENIMIENTO ESTA LIMPIA

**** AL HACER EL CAMBIO DE LAS PIEZAS SE DETECTO QUE EL EQUIPO ESTA DEMASIADO MANOSEADO TRAE VARIOS DETALLES, EL CHASIS ESTA CHUECO Y ESTA CALZADO CON TORNILLOS , TRAE MUCHOS RUIDOS, SE REGRESA SIN REPARACION ",2019-12-19,13:28:33,3,N,,,1261.0
3936,3826,181,54j161102042,INPRIME MUCHAS VECES AL MANDAR A IMPRIMIR Y APARECE UN NUMERO #24,S/FUENTE C/ROLLO DE ETIQUETAS Y RIBBON,2019-12-02,17:29:10,2,0,"SERVICIO Y REPARACION DE IMPRESORA

CAMBIO DEL CABLE DEL SENSOR DE LA TARJETA PRINCIPAL $1300+IVA",2019-12-14,12:52:30,3,S,2019-12-14,,1300.0
3939,3858,326,8CG8208QKL,QUITAR CONTRASEÑA Y COTIZAR PANTALLA,C/ELIMINADOR COMPLETO / ESTUCHE Y 1 VENTILADOR,2019-12-09,11:35:07,2,0,"NO SE PUDO QUITAR CONTRASEÑA EL PROGRAMA QUE UTILIZAMOS NO DETECTA EL DISCO DURO, LA PANTALLA ESTA BIEN LO ESTRELLADO ES EL TOUCH, NO SE PUEDE CAMBIAR (NO LO VENDEN)

FORMATEO CON RESPALDO $480+IVA",2019-12-11,12:32:19,3,S,2019-12-11,,480.0
3940,3885,711,5cd1446stj,FALLAN ALGUNAS TECLAS DEL TECLADO,C/ELIMINADOR Y CABLE DE ENERGIA,2019-12-17,12:01:04,2,0,"CAMBIO DEL TECLADO $550+IVA

***HACERLE EL COMENTARIO AL CLIENTE QUE LO TRATE CON CARIÑO",2020-02-25,13:58:00,3,S,2020-02-25,,550.0
3942,3859,334,1F060311CC,BISAGRA DAÑADA /RESPALDAR Y FORMATEAR,C/ELIMINADOR S/CABLE DE ENERGIA,2019-12-09,11:44:54,2,0,"RESPALDO Y FORMATEO $480+IVA.....A
INSTALACION DE AUTOCAD $200+IVA......A
BISAGRA Y SOLDADA DE MARCO $300+IVA........A
TORNILLERIA COMPLETA FALTABAN 6 $80+IVA.......A

TOTAL $1060+IVA.",2019-12-23,11:25:11,3,S,2019-12-23,,2126.0
