ID del Cliente,Edad del Niño,Sexo del Niño,Nivel de Estudios del Padre,Duración de la Subscripción (meses),Plan de Subscripción,Ingresos del Hogar (USD),Gasto Total en Subscripción (USD),Número de Sesiones por Semana,Nivel de Satisfacción del Cliente,Churn,Valor del Tiempo de Vida (LTV)
1505,17,Masculino,Undergraduate,22.0,Básico,44919.74,154.0,2.5,3.74,1,955.89
1506,11,Masculino,Undergraduate,15.0,Básico,47417.84,105.0,2.03,3.46,1,909.96
1507,6,Masculino,Undergraduate,5.0,Básico,60882.93,35.0,1.11,2.73,1,944.09
1508,5,Masculino,Graduate,12.0,Básico,52050.08,84.0,2.42,3.74,1,1044.9
1509,4,Femenino,Undergraduate,1.0,Básico,68419.06,7.0,1.19,4.32,1,897.89
1510,17,Masculino,Undergraduate,17.0,Premium,49825.09,238.0,4.93,4.46,1,1160.96
1511,6,Femenino,Undergraduate,22.0,Básico,76641.31,220.0,1.98,3.21,0,1135.31
1512,5,Femenino,Graduate,11.0,Premium,43088.37,154.0,3.77,4.25,1,860.98
1513,5,Masculino,Graduate,19.0,Básico,38456.56,133.0,1.8,3.11,1,888.73
1514,9,Femenino,High School,24.0,Premium,58209.54,336.0,5.6,3.6,1,988.37
1515,15,Masculino,Graduate,16.0,Básico,70461.23,112.0,3.08,3.82,1,1329.94
1516,4,Masculino,Undergraduate,19.0,Básico,29317.95,133.0,1.98,2.97,1,695.54
1517,5,Masculino,Graduate,3.0,Básico,47045.14,21.0,2.52,2.7,1,826.79
1518,17,Masculino,Undergraduate,23.0,Básico,40838.27,161.0,2.14,3.8,1,919.15
