CLIENTE,COMBINADO,INGRESO
1016,"no detecta el audio conecto audifonos y bocina y no le da audio scables se revisa tarjeta madre chip de audio quemado se instala convertidor  audio usb

tarjeta de video externa  netoa",200.0
121,"formatear y poner win    formateo con respaldo ivaa
instalacion de autocad ivaa

total iva",1300.0
97,"no imprime a color y el negro imprime tenue scables destapado de cabezal ivaa

contador al ",480.0
43,no prende revisar bateria   cambio bateria vah y servicio  ivaa,430.0
371,se escucha un rechinido al encender y al estarlo trabajando posibles engranes scables mantenimiento ivaa,380.0
123,no da imagen solo sonido scables reparacion de fuente de poder y cambio de ledsivaa,490.0
981,"marca cambio de almohadillas scables reset ivaa
cambio almohadillas ivaa

despues ver si requiere destapado de cabezal ivaa


total iva
total cfact  neto",1875.6
582,"imprime con manchas se cambio varias veces el cratucho  e imprime igual scables mantenimiento ivaa
manchaba la hoja y se le limpio rodillo de papel de los chiquitos",960.0
731,"no jala bien la segunda hojas   cartucho en mal estado quebrado y atora las hojas

cambio de kit de gomas ivaa

se facturo iva",1060.0
731,"problemas con cabezal rev general   esta imprimiendo bien el cabezal


necesita un buen mantenimiento iva esta muy sucia

se factur en   iva",1980.0
119,"revisar el lector de cd y ver si funciona para la laptop lenovo orden        dvd si funciona noi le queda el dvd a la lenovo y a la orden anterior 

nota llego con las pantallas iniciales con la configuracion de windows

                       se don a asisa",4722.0
947,"se mojo  revisar si esta daada la tarjeta rev general ctapa y cinta primeramente mantenimiento viene con sarro ivaa

cable flex  netoa

total  neto",1736.8
17,"no jala las hojas y cuando imprime sale con una raya ccable incluido destapado de cabezal y limpieza iva


paso mas de  meses y no autorizaron

se regreso sin reparacion",580.0
43,"video por hdmi no da video   tarjeta de video daada trae  un asus dual geforce gtx  ti oc gb gddr gaming

gigabyte gb  neto
pny gb  neto

no aceptado se regresa sin reparacion iva",2540.0
141,revision cambio de baterias   bateria v ah y servicio   ivaa,480.0
98,"atoro una hoja  sale mal la impresion marca un error cpieza scables lleho con un error f

termostato daado se cambio esta vez va sin costo 

se corrigio la mal armada del fusor 

  garantia",50.2
51,tarda mucho en arrancar  da imagen despues de un rato scables reparacion de la fuente ivaa,490.0
671,se va la luz funcionan las baterias y al regresar la luz se apaga  no regresa a la corriente suehiro cambio de bateria v ah ivaa,480.0
933,"fomateo   servicio de team viewer ivaa

formateo con respaldoivaa
carga de programa y configuracion ivaa",1440.0
996,"no imprime  revision de cabezal ctinta destapado de cabezal ivaa
es muy poco probable que destape

cabezal daado no destap 

se regresa sin reparacin

se entreg sin reparacin",480.0
995,"no entra al sistema operativo tiene que estar conectada para encenderrevisar bateria celiminador completo formateo con respaldo ivaa
bateria generica descontinuada
bateria original  netono aceptada

sistema operativo daado se puede respaldar si lo requiere",1380.0
26,revision  mantenimiento   reparacion de impresor y mantenimiento ivaa,350.0
141,"revision cambio de bateria

nota activo fijo  rivnbk   bateria v ah y servicio ivaa",480.0
927,"fallan algunas teclas cotizar teclado celiminador completo 
contrasea teclado  neto
bateria  neto
disco duro solido gb  neto",2080.0
997,"se estaba trabajando  reinicio  y aparece pantalla azul celiminador completo
sin contrasea sistema operativo corrompido 
formateo sin respaldo ivaa

bateria daada si se pone no va a arrancar
usar conectada

bateria eko  neto",1150.0
363,instalacion de office contrasea   ivaa,150.0
26,revision  mantenimiento   rep de teclado y mantrenimiento ivaa,350.0
55,"se atoro una hoja la jalaron y ya no quizo imprimir scables reparacion de la traccion de papel mecanismo muy daado y reparacion del carro ivaa

destapado de cabezal ivaa

total iva",1320.0
20,revisar baterias   cambio de  baterias v ah y servicio iva  a,960.0
77,"marca cambio de almohadillas scables reset de almohadillas ivaa no requiere todavia cambio de almohadillas

despues de hacer el reset validar impresion si esta tapado el cabezal seria mas ivano aceptado

no se cambiaron almohadillas",660.0
1001,"se cambio el eliminador y ya no enciende celiminador  eliminador no sirve a
 configuracion de bios y cambio de componente reparacion de fuente de poder a",550.0
731,"se escucha un ruido cuando gira enciende no deja imprimir scables servicio de mantenimiento y reparacion de fundido 
ivaa

requiere cambio de toner hace ruido a consideracion del cliente


 se facturo en iva",1400.0
141,"revision cambio de bateria
daado
nota activo fijo  ctonbk   bateria  ah y servicio   ivaa",480.0
574,"no da video c eliminador disco duro daado se puede recuperar la informacion

formateo con respaldo ivano acept
disco duro tb  netono acep
disco duro solido  gb  netono acep

disco duro solido gb  netono acep",5567.0
141,"revisioon cambio de bateria
daado
nota activo fijo  ctonbk   bateria v ah y servicio   ivaa",480.0
981,"no esta imprimiendo  revision de destapado de cabezal   destapado de cabezal ivaa


contador al ",480.0
141,"revision cambio bateria
daado
nota activo fijo ctonbk   bateria v ah y servicio   ivaa",480.0
933,formateo  srespaldo scables formato sin respaldo listo   ivaa,400.0
97,"boton de encendido no funciona bien   tinta conductora y mantenimiento

si no queda con tinta   ivaa

se pondra un switch para el encendido y apagado",350.0
38,"imprime una imagen rara con mancha o raya
toner no embona   el toner que trae el equipo esta quebrado no sirve

lubricacion y ajustes de la guia del cartucho ivaa incluye cambio de filmina

filmina presenta grieta aun no da problemas pero los dara en un futuro  netoa

total  sfact",1000.0
26,"revision  mantenimiento   no trae cintaivano aceptado
reparacion del impresor mantenimiento y rep del teclado ivaa",440.0
731,"se le cambiaron  veces los cartuchos y aun asi no da imagen    cambio de cable flex de laser  netono aceptado
 necesita cambio de toner est vacio
 mantenimiento preventivo ivano aceptado

total  neto",1640.8
1120,"se escucha un ruido como de engrane imprime un tiket y despues ya no imprime scables primeramente mantenimiento trae muchas cucarachas 

buen mantenim iento ivaa

cambio de navaja  netoa

total ivaa",1300.0
120,"no imprime bien   destapado de cabezal muy tapada ivano acepto
si no destapa al  pero queda funcional se cobrarian iva por el tiempo invertido",880.0
51,revision y cotizacion   bateria v ah y servicio   iva a,480.0
1003,"se calienta la parte de el centro si la trabaja en modo avion si deja trabajar si la utiliza sin modo avion se calienta si conectas el eliminador se apaga  se espera a que se enfrie y vuelve a encender celiminador completo
pin  windows  home
 gb ram m gb
intel core  th gen

se realizo mantenimiento y cambio de pasta termica    a

recomendar al cliente una base enfriadora para seguir usando el equipo   iva

es posible que necesite un reballing en el procesador
esto implica riesgo inminente de que el equipo deje de funcionar


total ",1120.0
212,limpieza  rev genral ccaja y porta papel reparacin de teclado y servicio a impresor   iva a,270.0
212,no funciona el papel despachador y al sumar se apaga y no de hacer mas funciones   servicio a impresor y cambio de engrane daado ivaa,300.0
212,se traba el numero  y el    se queda prendida   reparacin de teclado y servicio a impresor ivaa,270.0
548,"se atoro hoja  la jalaron y se solto una pieza   reparacion de traccion de papel iva
destapado de cabezal iva

probablemente por el historial que tenemos ya no destape al  ya que ya la habamos trabajado y se haba diagnsticado dao en el cabezal y como cuidados para prevenir un dao ms severo en el cabezal era que imprimiera mucho en alta calidad y se mantuviera prendida si no llegara a destapar al  se cobrarian iva

sin reparacin",1280.0
227,"se calienta   windows   bits

procesador amd a series

cambio de fuente de poder   iva prop",594.0
1003,"la bateria daada cotizar manda aviso de que el windows no hace actualizaciones  quiere saber si se puede poner win  celiminador completo
mnkjoi windows  home premium
gb ram mod  gb
intel core i  st gen

recomendar  o  modulos
odrl   mhz y respaldo de archivos o instalacion de soft
formateo cresp   iva primero se probara con la memoria
memoria ram gb   iva  a pero no soporto la laptop
memoria ram  gb   iva a
bateria oval tech  aos gar   a
bateria ekco  neto  mg

total  ",5283.0
778,"mantenimiento y revision general cinta
 estrellas perilla  n
foquitos no prenden no afecta el funcionamiento
guia de papel  n
mantenimiento    iva

total ",1352.8
595,"se mojo con la lluvia y no enciende solo marca como que carga la bateria y el foco de encendido prende muy tenue y de color naranja celiminador completo tarjeta madre en corto

en caso de poder quitarlo el costo es de   ivaa

se adapto un boton de encendido y esta funcionando bien entra en el mismo costo",950.0
978,"no enciende fuente  regulador windows xp b ram
disco duro  gb
se realizan pruebas y mediciones a fuente de poder y se determina que esta daada

fuente de poder no costeable  daada equipo obsoleto
eliminador daado mojado
cpu core i dos duo windows 
ram  gb  dd
   neto

 
                   se regresa sin reparacin  ",520.0
1008,aparece leyenda de que no esta activado office revisar camara no se ve seliminador  contrasea instalacion de office y reactivacion de camara    iva  a,250.0
111,"si imprime pero hace mucho ruido desde que se conecta scables el ruido que trae es de los rodillos de salida no le afecta su funcionamiento

neesita cambio de goma iva y mantenimiento ivaa

cable flex daado ivaa

total iva",1220.0
778,"mantenimiento  revision general  estrellas mantenimiento    iva
cinta n original
perilla  n

total  neto",1312.8
32,no respalda y pita   bateria v ah y servicio ivaa,450.0
182,no respalda   bateria v ah y servicio    iva a,480.0
778,"mantenimiento y revision general cinta
 estrellas mantenimiento    iva
reparacion de traccion de papel    iva

total   iva",1920.0
778,"no prende   se necesita cambio de fuente de poderdaada no reparable iva
se requiere cambio de filmina y rodillo de presion sin garantia lo recomendable es cambiar fusor completo incosteable
rodillo iva
filmina iva

total iva",2760.0
1038,"aparentemente esta conectada a internet y al abrir google aparace que no hay conexion a internet celiminador se realizaron pruebas con ambos puertos de conexion lan y wifi no presento ningun problema de conexion
el equipo esta muy lento  al teclado le falta una tecla y la goma del cursor el equipo muestra contaminacion y la bateria ya no retiene carga
mantenimiento  iva
memeoria ram gb  iva
ssd gb csistema  neto
bateria oval tech  neto
                 se regreson sin reparacion",2550.0
46,cambio de pantalla   pantalla  netoa,1900.0
686,no se pone en linea  revision   rep y mantenimiento al escaner ivaa,380.0
457,"prende pero no da imagen windows corrompido se recuperscables  windows corrompido     iva  a
 se recomienda que tenga un no breake
        seminuevo apc w   iva 


total   iva",1300.0
778,"quebrada la pantalla  ver si se le puede cambiar el display eliminador completo
corporacion ch  no arranca enciende y se apaga sin dar video
 trae un golpe visible enla carcaza

servicio de cambio  iva
display  n


total n",3705.0
917,"rev general la tenian abandonada scables cabezal daado
xl color

xl negro

quitar atoramiento de hoja para poder ver la calidad de impresion cuenta con cabezal depende de ello y no solo de los cartuchos
cartucho azul y bajos magenta amarillo y negro

limpieza de carro

basura electronica",2851.0
26,"manteniemiento   cinta daada
primeramente mantenimiento iva   a
guia de papel  neto   a

total  netoa

despues validar si require de algo mas",1849.0
943,"no  imprime ni jala las hojas scables resorte para el eje de goma de arrastre  hueso reparacion de la traccion de papel ivaa
destapado de cabezal ivaa

ojo si no llegara a destapar el cabezal se cobrarian iva por el tiempo invertido mas la reparacion de la traccion de papel

total   iva",1920.0
575,"formateado con eliminador windows  pr gb ram tb hdd

se realiza formateo  ivaa",350.0
97,"no imprime  y parpadea el boton de encendido y el de indestabilidad de tinta scables manda error que indica que e el reset ivaa

despues de esto validar funcionamiento para ver si requiere de algo mas
se realizo el reset y manda otro error  probablemente el usuario intento quitar el error y esto provoco que se daara el chip del reset 

             se regresa sin reparacion",380.0
